zip_code,male_poverty_rate,female_poverty_rate,median_income,mean_income,poverty_rate
ZCTA5 77428,**,-,-,-,-
ZCTA5 77429,1,4.2,107033,129227,3.9
ZCTA5 77430,5.6,13.7,80889,93932,9.3
ZCTA5 77432,64.1,100,-,N,40.4
ZCTA5 77433,2.1,4.7,112468,132898,4.9
ZCTA5 77434,7.7,21.4,38482,63251,16.8
ZCTA5 77435,6,10.6,60250,78780,9.7
ZCTA5 77436,90.6,0,-,N,0
ZCTA5 77437,4.2,19.3,49090,74794,18.7
ZCTA5 77440,65.3,-,-,N,0
ZCTA5 77441,2.4,3.7,165603,188098,3.6
ZCTA5 77442,10.4,27.5,49250,58699,18.9
ZCTA5 77443,21.9,0,-,N,0
ZCTA5 77444,26.7,25.4,-,60571,24.9
ZCTA5 77445,9.8,21.2,44190,60889,20.5
ZCTA5 77446,13.5,57.8,24118,32894,52.6
ZCTA5 77447,5,13.8,76343,98706,12.9
ZCTA5 77448,19,17.1,-,N,11.5
ZCTA5 77449,1.6,7.8,78112,87949,7
ZCTA5 77450,1.5,6.8,96526,131355,6.2
ZCTA5 77451,46.6,44,28333,26065,32.1
ZCTA5 77453,33,61,26151,33355,71
ZCTA5 77454,**,-,-,-,-
ZCTA5 77455,5.2,18.8,56696,71630,12.9
ZCTA5 77456,22.2,18.5,39926,62809,19.7
ZCTA5 77457,15.5,26.4,31563,37425,23.6
ZCTA5 77458,35.9,0,-,57345,0
ZCTA5 77459,1.1,2.9,112368,145891,3.2
ZCTA5 77460,72.3,0,-,N,0
ZCTA5 77461,4.2,10.1,73952,86827,9.8
ZCTA5 77464,45.3,14,59844,101649,6.1
ZCTA5 77465,10.2,18.4,44946,60040,16.9
ZCTA5 77466,23.4,9.1,61193,64614,13.7
ZCTA5 77467,**,0,-,N,0
ZCTA5 77468,77.8,0,-,N,0
ZCTA5 77469,1.7,7.8,81374,102759,6.9
ZCTA5 77470,7.7,21.6,49886,46133,13.4
ZCTA5 77471,3.2,16.7,52764,66242,15.2
ZCTA5 77473,59,0,-,24278,0
ZCTA5 77474,3.4,15.2,69956,77981,13
ZCTA5 77475,6.3,9.2,68324,84876,6.8
ZCTA5 77476,33.1,23.8,-,83003,27
ZCTA5 77477,3.6,15.1,59910,70741,14.9
ZCTA5 77478,1.8,7.9,92327,143766,7.2
ZCTA5 77479,0.8,4.8,140394,170298,4.2
ZCTA5 77480,6.2,18,60423,72982,15.9
ZCTA5 77481,100,76.7,-,36720,65.7
ZCTA5 77482,10.7,16.3,43060,54630,15.8
ZCTA5 77483,32.9,31.1,-,42132,28.5
ZCTA5 77484,5,13.5,64846,83449,12.7
ZCTA5 77485,7.2,20.9,52328,67749,17.3
ZCTA5 77486,2.9,7.3,79231,92826,5.3
ZCTA5 77488,4.8,23.9,44400,57890,19.9
ZCTA5 77489,2.9,9.2,68646,78699,9.1
ZCTA5 77493,2,5.1,90861,106036,5
ZCTA5 77494,1.4,4.7,135943,162492,4.2
ZCTA5 77498,2.6,9.6,80748,103941,8.4
ZCTA5 77502,3.7,20,52081,62608,18.8
ZCTA5 77503,4.1,16.6,51312,59128,14.9
ZCTA5 77504,3.4,22.7,48455,66277,19.5
ZCTA5 77505,2.7,9.2,82628,97354,6.9
ZCTA5 77506,3.5,25.5,41804,53303,23
ZCTA5 77507,23.8,38,-,63465,19.2
ZCTA5 77510,4.1,11.6,78828,95162,10.2
ZCTA5 77511,1.9,14.7,64932,82678,12.5
ZCTA5 77514,6.1,23,45714,59700,18.9
ZCTA5 77515,2.4,13.7,64778,81673,11.5
ZCTA5 77517,3.1,6.3,64680,87751,5
ZCTA5 77518,7.2,23.3,46063,69922,21.8
ZCTA5 77519,4.3,5.3,53971,67922,3.8
ZCTA5 77520,2.8,21.4,50461,65031,18.1
ZCTA5 77521,3.1,13.4,72665,84897,12.1
ZCTA5 77523,3.2,14.5,113000,121377,11.6
ZCTA5 77530,4.3,17.6,61149,72477,16.9
ZCTA5 77531,3,17,62892,78623,12.8
ZCTA5 77532,3.4,11.6,67824,87217,11
ZCTA5 77533,8.6,12.1,44563,69227,11.5
ZCTA5 77534,2.2,5,95890,105196,4.3
ZCTA5 77535,2.8,12,54638,73501,10.3
ZCTA5 77536,2,8.5,81960,98185,7.5
ZCTA5 77538,5.2,16.6,57778,77291,12.2
ZCTA5 77539,3,16.4,75664,90354,15.5
ZCTA5 77541,6.4,24.2,46039,63492,22.4
ZCTA5 77545,3.4,7.8,80873,87481,6.5
ZCTA5 77546,1.3,4.4,106287,138144,4.2
ZCTA5 77547,7.2,38.4,46176,59755,32
ZCTA5 77550,3.4,25.4,42710,61677,26.1
ZCTA5 77551,2.8,18.7,49789,71215,16.6
ZCTA5 77554,1.8,8.2,75283,113963,7.4
ZCTA5 77560,12.1,0,97554,124301,4.5
ZCTA5 77561,52.3,0,-,72863,0
ZCTA5 77562,5.7,22,59792,72133,16.9
ZCTA5 77563,4.7,15,68028,86803,14.5
ZCTA5 77564,9.6,8.7,71121,73249,9.9
ZCTA5 77565,2.3,5.2,66282,101865,4.3
ZCTA5 77566,1.9,9.9,83782,107000,8
ZCTA5 77568,3.6,16.6,52441,68218,14.4
ZCTA5 77571,2.3,11.3,76864,92130,9.5
ZCTA5 77573,1.9,6.9,111609,128616,6.3
ZCTA5 77575,3.1,12.8,56172,77969,11.7
ZCTA5 77577,9.7,11.2,73889,79600,12.7
ZCTA5 77578,3.9,5.7,92487,113915,5.6
ZCTA5 77580,8.8,0,139414,121023,0
ZCTA5 77581,1.7,5.3,92687,111249,5.5
ZCTA5 77583,3.9,12.7,78808,89684,11.9
ZCTA5 77584,1.4,3.7,107995,127862,3.6
ZCTA5 77585,12,20.5,41944,54058,15.9
ZCTA5 77586,1.8,8.6,97181,128396,7.2
ZCTA5 77587,4.8,23.4,45241,56715,21.6
ZCTA5 77590,3.6,24.6,46992,66159,22.8
ZCTA5 77591,3.7,12.8,51659,80910,11.8
ZCTA5 77597,34.7,29.1,-,80600,32.7
ZCTA5 77598,3.6,17.2,56809,65589,14.2
ZCTA5 77611,2.9,7.4,78449,90443,5.6
ZCTA5 77612,3.9,14.8,54876,66268,11.1
ZCTA5 77613,6.1,10,47375,56427,7.4
ZCTA5 77614,30.5,17.7,16979,42754,25.3
ZCTA5 77615,2.2,2.2,78929,80182,1.7
ZCTA5 77616,32.8,29,38175,40939,29.9
ZCTA5 77617,48.4,0,-,57206,0
ZCTA5 77619,4,13.9,55652,71702,12.4
ZCTA5 77622,3.5,5.5,88875,97442,4.4
ZCTA5 77623,1.3,3.6,57833,74046,1.9
ZCTA5 77624,17.3,11.6,-,65092,16.4
ZCTA5 77625,5.4,14.1,62925,96536,12.6
ZCTA5 77627,2,7.8,78367,91996,6.5
ZCTA5 77629,5.5,5.4,45938,58733,5.3
ZCTA5 77630,2.8,16.7,51017,71009,15.7
ZCTA5 77632,2.8,15.9,70518,85324,13.8
ZCTA5 77640,4,26.7,38324,49814,26.2
ZCTA5 77642,3,30.4,35746,51415,27.8
ZCTA5 77650,21.7,16.5,-,54939,18.6
ZCTA5 77651,3.3,13.1,71740,95152,10.6
ZCTA5 77655,10.2,0,55625,84391,4.5
ZCTA5 77656,3.5,15.9,52702,68362,13.3
ZCTA5 77657,2.9,12.5,71319,84795,10.3
ZCTA5 77659,6.1,9.7,68750,103145,9.7
ZCTA5 77660,5.6,5.4,50568,50938,5.7
ZCTA5 77661,11,22,-,37873,10
ZCTA5 77662,2.9,15.1,56345,72667,13.3
ZCTA5 77663,25.8,21.5,-,45140,23
ZCTA5 77664,8.2,16,58354,65792,13.4
ZCTA5 77665,5.5,16.1,51989,83711,13.3
ZCTA5 77701,3.8,28.4,36857,45982,24.4
ZCTA5 77702,13.2,13.6,47917,61811,16.5
ZCTA5 77703,6.8,38.5,28906,44247,35.3
ZCTA5 77705,3.6,23.1,41844,57672,20.7
ZCTA5 77706,3.4,10.3,68750,100465,10.1
ZCTA5 77707,5.5,17,56655,76452,15.9
ZCTA5 77708,3.8,18.9,48846,66242,15.4
ZCTA5 77713,2.3,5.3,69723,86397,5
ZCTA5 77801,6,40.2,31665,39718,39.8
ZCTA5 77802,3.1,14.4,57114,75749,13.8
ZCTA5 77803,3.5,27.8,40903,53634,25.3
ZCTA5 77807,6.8,15.7,66959,86666,16
ZCTA5 77808,2.1,6.5,69147,93844,5.5
ZCTA5 77830,3.4,6.3,77821,107351,5.5
ZCTA5 77831,6.9,21.7,50090,80487,18
ZCTA5 77833,2.7,13.7,54748,84882,12.8
ZCTA5 77835,7.8,7.5,50781,60119,8.2
ZCTA5 77836,2.8,11,59847,75961,9.1
ZCTA5 77837,7.8,24.6,37348,50107,21.3
ZCTA5 77840,3.3,48.8,26075,42511,47.1
ZCTA5 77845,2.2,12.2,82929,108466,12.5
ZCTA5 77853,8.5,11.4,48843,68976,12.4
ZCTA5 77855,36.9,0,-,N,0
ZCTA5 77856,4.3,7.8,50450,78338,8.6
ZCTA5 77857,9.2,15.4,58068,88942,13.9
ZCTA5 77859,6.4,15.9,57624,64542,16.7
ZCTA5 77861,5.2,13.9,62941,105227,11.2
ZCTA5 77864,4.1,13.3,52240,68240,13
ZCTA5 77865,5.4,16.6,63125,102033,11.2
ZCTA5 77867,7.3,8.3,55250,61996,5.7
ZCTA5 77868,4.9,21.9,54352,69218,18.9
ZCTA5 77871,7.8,7.3,46250,67738,8.5
ZCTA5 77872,6.9,11.3,58529,73029,11.3
ZCTA5 77873,6,24.7,44857,66608,14.2
ZCTA5 77876,59,0,111250,103709,0
ZCTA5 77878,20.4,20.6,31654,50020,23.3
ZCTA5 77879,4.4,20.1,55891,78241,16.4
ZCTA5 77880,11.2,3.9,68365,143797,5.4
ZCTA5 77901,3.2,24.7,43957,58868,22.4
ZCTA5 77904,2.9,9,76537,104745,8.7
ZCTA5 77905,3.9,7.5,72896,83596,7.7
ZCTA5 77950,9.8,12.5,50682,55772,11.2
ZCTA5 77951,9.3,19.4,32820,38252,14.4
ZCTA5 77954,5.1,15.7,59056,80961,15.3
ZCTA5 77957,5.3,17.1,54721,71728,16.2
ZCTA5 77960,55.8,100,-,N,43.1
ZCTA5 77961,30.2,0,100727,96780,0
ZCTA5 77962,4.8,12.4,66587,77985,9.8
ZCTA5 77963,4.7,17.4,52428,70505,14.8
ZCTA5 77964,2.7,13.7,53835,78224,12.7
ZCTA5 77968,2.9,9.2,83348,101413,6.6
ZCTA5 77969,32.9,0,112361,95352,0
ZCTA5 77970,9.5,10.9,65417,67976,9.3
ZCTA5 77971,18.2,15.5,87625,85839,17.6
ZCTA5 77973,77.8,0,-,N,0
ZCTA5 77974,10.2,20.4,90625,91106,14.6
ZCTA5 77975,4,9.3,62569,91888,7.8
ZCTA5 77976,22.4,0,-,112766,7.3
ZCTA5 77977,14.8,17.6,29539,40711,15.6
ZCTA5 77978,11.4,5,70455,78315,12.4
ZCTA5 77979,3.2,15.6,58877,74313,13.3
ZCTA5 77982,12.2,25.8,62955,56968,15.7
ZCTA5 77983,8.7,15,54479,66094,15.2
ZCTA5 77984,3.3,7.1,67250,96581,6.2
ZCTA5 77987,11.6,2.3,51786,65119,7.8
ZCTA5 77988,16.6,5.5,52794,61814,8.6
ZCTA5 77990,9.5,18,46350,58149,15.4
ZCTA5 77991,12.2,11.8,74095,83263,7.3
ZCTA5 77993,47.9,41.2,"2,500-",51100,48.4
ZCTA5 77994,17.9,31.6,-,93491,28.8
ZCTA5 77995,4.1,14.3,51264,72097,12.9
ZCTA5 78001,**,-,-,-,-
ZCTA5 78002,8.9,22.7,52598,60132,20.8
ZCTA5 78003,5.7,17.7,60116,72080,18.4
ZCTA5 78004,4.6,14.8,113510,109502,9.3
ZCTA5 78005,22.7,20.2,83849,62594,21.1
ZCTA5 78006,1.7,5.4,85813,134737,4.8
ZCTA5 78007,15.6,0,82500,78962,4.7
ZCTA5 78008,19.8,44.5,82973,102177,24.7
ZCTA5 78009,7.8,19.1,58726,82541,18.6
ZCTA5 78010,8.5,15.1,60755,81444,15
ZCTA5 78011,11,28.5,39375,47447,25
ZCTA5 78012,4.6,12.9,64118,66090,7.5
ZCTA5 78013,6.6,9,65757,107345,9.4
ZCTA5 78014,6.4,17.4,46667,70975,17.2
ZCTA5 78015,2.2,4.2,123182,151199,4
ZCTA5 78016,5.2,15.4,51991,75928,12.8
ZCTA5 78017,10.4,24.4,48038,64950,23.3
ZCTA5 78019,13,22.5,53636,57767,18.6
ZCTA5 78021,5.1,0,-,79724,1.8
ZCTA5 78022,7,12.5,54468,67481,12.5
ZCTA5 78023,1.3,4.7,122967,144320,3.8
ZCTA5 78024,9.2,8.4,54125,91083,11.3
ZCTA5 78025,6.6,16.1,52692,65117,16.1
ZCTA5 78026,4.8,16.2,48858,64970,13.4
ZCTA5 78027,25,0,228030,189405,0
ZCTA5 78028,2.1,13,54785,76200,11.3
ZCTA5 78029,**,-,-,-,-
ZCTA5 78039,4.5,12.5,66944,98485,9.4
ZCTA5 78040,3.4,46,25108,35202,43.7
ZCTA5 78041,2.5,24.6,50603,72792,22.1
ZCTA5 78043,3.8,36.8,39716,53623,35
ZCTA5 78044,30.8,11.7,44489,51376,21.4
ZCTA5 78045,1.7,12.2,75073,92701,10.3
ZCTA5 78046,3.2,35.2,37952,49689,33.1
ZCTA5 78050,20.9,25.8,43819,45598,21.2
ZCTA5 78052,7.2,13.9,60880,74070,13.4
ZCTA5 78055,11.9,19.4,44622,63080,21.2
ZCTA5 78056,3.1,0,113962,130776,0.8
ZCTA5 78057,18.1,33.5,-,85668,14.8
ZCTA5 78058,5.5,11.3,95761,156161,7.5
ZCTA5 78059,5.2,7.7,63186,78476,7.9
ZCTA5 78060,**,-,-,-,-
ZCTA5 78061,8.6,22.9,46184,68220,23.2
ZCTA5 78063,6.1,12.4,59758,76685,13.7
ZCTA5 78064,3.9,14.8,66067,83011,12
ZCTA5 78065,4.7,16.7,50533,67193,15.2
ZCTA5 78066,21.6,31.2,64102,70494,20.7
ZCTA5 78067,21.9,23.2,120648,223643,23.3
ZCTA5 78069,11.5,21.5,51316,65187,20.6
ZCTA5 78070,1.6,5.2,89083,120328,4.2
ZCTA5 78071,4.1,25.3,42549,72031,15.2
ZCTA5 78072,12.3,7.7,62250,96780,11.9
ZCTA5 78073,5.8,21.5,50929,64323,19.4
ZCTA5 78075,22,49,62763,83449,35.1
ZCTA5 78076,10.1,39.4,33015,50565,34.8
ZCTA5 78101,4.2,10.5,73030,89907,9.5
ZCTA5 78102,4.5,27.1,43078,60007,22.7
ZCTA5 78104,34.5,0,69375,66453,0
ZCTA5 78107,14.6,27.8,38672,85748,17.5
ZCTA5 78108,2,5.2,100271,110524,5
ZCTA5 78109,3.5,11.2,70242,79827,10.7
ZCTA5 78112,3.6,11.9,52761,62471,10.5
ZCTA5 78113,5.6,7.7,71469,101435,8.8
ZCTA5 78114,3.1,13.4,70840,90203,11.8
ZCTA5 78116,15.9,21.6,-,279749,18.2
ZCTA5 78117,2.8,1.6,42390,92873,1.5
ZCTA5 78118,9,25.7,55278,94418,19.1
ZCTA5 78119,6.7,23.2,52413,76295,19.5
ZCTA5 78121,1.6,6,95843,117832,5
ZCTA5 78122,13,12,46389,57568,10.2
ZCTA5 78123,7.8,16.1,47917,63291,11.7
ZCTA5 78124,3.8,4.8,75211,92652,6.7
ZCTA5 78125,94.1,0,41875,43046,0
ZCTA5 78130,1.5,10,65627,84515,9.5
ZCTA5 78132,2,4.2,106523,135706,3.9
ZCTA5 78133,2.6,13.8,67366,86976,11.1
ZCTA5 78140,7.9,15.7,56071,69857,14.7
ZCTA5 78141,8.7,12.3,55208,62061,12.3
ZCTA5 78142,15.6,16.1,-,85172,13.3
ZCTA5 78143,10.4,6,70150,50428,4.9
ZCTA5 78144,87.6,0,-,N,0
ZCTA5 78145,46.6,0,40536,44686,0
ZCTA5 78146,11.6,14.6,60833,133074,13
ZCTA5 78147,8.6,15.6,65313,79737,15.1
ZCTA5 78148,5.7,11,62759,75331,12.1
ZCTA5 78150,**,-,-,-,-
ZCTA5 78151,8.1,21.8,46310,62595,18.1
ZCTA5 78152,0.9,4.7,79333,97208,2.7
ZCTA5 78154,1.4,6.5,80707,96817,5.8
ZCTA5 78155,2.5,15.3,58004,73503,14.4
ZCTA5 78159,5.4,15.7,62905,71961,11
ZCTA5 78160,8.2,14,63719,75462,13.6
ZCTA5 78161,21.6,21.5,46500,69903,20.8
ZCTA5 78162,19,0,33516,57763,9.3
ZCTA5 78163,3.6,6,122868,134922,6.5
ZCTA5 78164,7.9,17.7,53500,96101,16.1
ZCTA5 78201,3.2,24.6,37183,52979,24.1
ZCTA5 78202,7.2,35.5,28130,48236,37.8
ZCTA5 78203,10.1,31.1,32216,43149,29.1
ZCTA5 78204,4.9,18.9,40031,73599,18.9
ZCTA5 78205,12.1,10.7,36094,52835,20.4
ZCTA5 78207,3.1,44.2,27205,37257,38.7
ZCTA5 78208,6.9,40.6,24455,34154,41.9
ZCTA5 78209,2.1,8.8,73448,139856,7.8
ZCTA5 78210,3.8,26.1,38248,53755,24.8
ZCTA5 78211,4.8,26.7,39348,47731,25.5
ZCTA5 78212,2.6,18,47623,85112,17
ZCTA5 78213,3.4,21.2,45682,61563,18.9
ZCTA5 78214,4.6,27.8,35978,43594,26.4
ZCTA5 78215,10,9.4,74408,95373,14.2
ZCTA5 78216,3.2,18.2,50358,69865,17.3
ZCTA5 78217,3.3,19.8,46152,56772,18.3
ZCTA5 78218,2.8,22.8,42343,55393,20.6
ZCTA5 78219,6,26.2,37374,48783,23.9
ZCTA5 78220,6.2,35.2,30772,44129,32.4
ZCTA5 78221,4.4,23.3,43437,53250,21.6
ZCTA5 78222,4.3,20.2,50766,63893,19.6
ZCTA5 78223,3,20.9,42762,54056,20.2
ZCTA5 78224,4.2,17.6,46797,57961,16.4
ZCTA5 78225,6.9,32.8,35431,48101,29.4
ZCTA5 78226,8.7,31.6,30401,40663,31
ZCTA5 78227,3.5,23.3,39864,55905,21.9
ZCTA5 78228,2.7,23.1,42418,55010,21.1
ZCTA5 78229,5.2,24.8,40742,52286,25.3
ZCTA5 78230,3,13.6,62332,90898,12.5
ZCTA5 78231,3.6,4.5,92174,128400,4.9
ZCTA5 78232,2.8,9.1,73787,98101,8.7
ZCTA5 78233,2.7,15.5,54865,67630,13.9
ZCTA5 78234,4.8,7.1,79167,90343,7.1
ZCTA5 78235,9,15.1,44583,65246,12.5
ZCTA5 78236,1.1,0.7,80262,91445,0.7
ZCTA5 78237,3.6,32.7,31399,41487,28.9
ZCTA5 78238,3.6,15,50402,60994,14.6
ZCTA5 78239,2.5,15.6,61234,74485,13.6
ZCTA5 78240,1.7,14,56154,70672,12.1
ZCTA5 78242,4,26.3,42857,49112,24.6
ZCTA5 78243,**,-,-,-,-
ZCTA5 78244,4.3,10.2,62080,77866,10.7
ZCTA5 78245,2.4,10.6,69609,78791,10.2
ZCTA5 78247,2,9.7,79466,89970,9.2
ZCTA5 78248,1.2,2.5,119886,150209,2.3
ZCTA5 78249,2.8,15.9,66539,81707,17.1
ZCTA5 78250,1.9,8.2,71476,81919,7.9
ZCTA5 78251,2.1,9,65691,78908,8.8
ZCTA5 78252,4.3,8.1,60787,67337,9
ZCTA5 78253,1.7,5.7,101138,113618,5.1
ZCTA5 78254,1.8,7,89055,98233,6.6
ZCTA5 78255,3.5,6.4,124397,151422,6.3
ZCTA5 78256,7.6,10.4,91866,125112,15.7
ZCTA5 78257,6.2,8.2,77269,150290,10.4
ZCTA5 78258,2.3,4.6,105598,132450,4.6
ZCTA5 78259,1.9,4.3,90840,112503,3.9
ZCTA5 78260,1.8,3.6,115500,139487,3.6
ZCTA5 78261,2,3.1,93853,119570,3.4
ZCTA5 78263,4,9.8,78897,89165,8.7
ZCTA5 78264,8.1,27.8,50729,60017,27.6
ZCTA5 78266,3.7,1.6,122957,143864,2.7
ZCTA5 78330,8.7,17.5,45313,58572,12.8
ZCTA5 78332,3.7,27.3,39979,60337,23.3
ZCTA5 78335,**,-,-,-,-
ZCTA5 78336,7.2,19.3,42691,61065,20.2
ZCTA5 78338,100,0,-,N,0
ZCTA5 78339,25.2,30.4,-,50524,21.5
ZCTA5 78340,16.7,26.1,46875,63027,24.4
ZCTA5 78341,8.1,26.1,42955,45156,20.1
ZCTA5 78342,9.1,9.4,43565,55255,7.6
ZCTA5 78343,4.9,24,51400,70149,18.7
ZCTA5 78344,12.8,24.3,62500,111997,17.2
ZCTA5 78349,23.2,32.6,52396,55255,26.1
ZCTA5 78351,21,44,35938,46337,37.5
ZCTA5 78352,15.8,21.3,32292,37872,10.5
ZCTA5 78353,6.8,17.4,36250,44411,10.4
ZCTA5 78355,9.1,47.7,28009,41882,41.8
ZCTA5 78357,8.5,16.7,50114,49347,15.5
ZCTA5 78358,7.6,10.8,38590,52190,8.7
ZCTA5 78359,7.5,16.4,46196,57870,15.1
ZCTA5 78361,8.6,32.5,33946,51025,30.1
ZCTA5 78362,2.4,12.4,64874,82249,9.4
ZCTA5 78363,4.5,30.2,43261,58838,28.2
ZCTA5 78368,6.1,27.1,40380,57999,27
ZCTA5 78369,28.3,55.9,25000,43369,57.9
ZCTA5 78370,7.1,15.1,53644,68100,15.5
ZCTA5 78371,20.2,49.2,64375,55820,26.8
ZCTA5 78372,16.5,36.5,41392,59561,33.4
ZCTA5 78373,4.2,13.8,59746,82294,10.3
ZCTA5 78374,1.7,10.3,78641,99656,7.1
ZCTA5 78375,9.3,22.9,49811,59177,18.2
ZCTA5 78376,16.8,26.3,50724,54272,17.1
ZCTA5 78377,7.8,15.6,52625,68055,16
ZCTA5 78379,4.4,10.9,55536,72310,8.1
ZCTA5 78380,4.2,26,49424,66592,23.6
ZCTA5 78382,6,21,47098,77720,19.7
ZCTA5 78383,5.4,9.8,62969,91983,8.3
ZCTA5 78384,9.1,37.3,31192,45358,30.8
ZCTA5 78385,2.5,9.5,39063,40506,5.9
ZCTA5 78387,6.2,36,46382,60385,28.2
ZCTA5 78389,7.4,16.4,54886,66317,14.1
ZCTA5 78390,5.7,27.6,40298,60180,22.1
ZCTA5 78391,33.1,0,52938,53813,0
ZCTA5 78393,8.7,18.7,50613,54111,17.4
ZCTA5 78401,9.5,39.1,28464,54669,32.9
ZCTA5 78402,12.3,8,54375,54203,7.6
ZCTA5 78404,3.8,19.6,42260,70412,19.8
ZCTA5 78405,4.5,27.6,30284,41141,24.7
ZCTA5 78406,9.2,11.1,42938,58798,10.2
ZCTA5 78407,10.9,20.2,43155,56924,20.1
ZCTA5 78408,7.9,27.9,34718,43634,26.7
ZCTA5 78409,3.8,15.6,60469,65040,11.8
ZCTA5 78410,3.2,12.4,73481,88376,11.9
ZCTA5 78411,2.6,21.3,59148,74109,17.7
ZCTA5 78412,3.5,26.7,50222,64368,23
ZCTA5 78413,1.9,12,71271,90487,10.1
ZCTA5 78414,1.2,7.9,86650,104547,6.1
ZCTA5 78415,3.1,21.2,49011,59365,19.5
ZCTA5 78416,4.9,25,37710,46984,20.8
ZCTA5 78417,6.8,11.5,55693,62880,11.4
ZCTA5 78418,2.9,14.9,68109,92090,12.9
ZCTA5 78419,6.5,6.4,69688,70920,5.4
ZCTA5 78501,2.8,28.8,38421,57874,26.1
ZCTA5 78503,7.6,35.4,32353,55793,33.1
ZCTA5 78504,2.9,17,64697,87061,15.4
ZCTA5 78516,5.4,34,35328,49288,33.6
ZCTA5 78520,3.5,33.9,34499,51723,32.9
ZCTA5 78521,2.4,36.3,32169,44531,34.5
ZCTA5 78526,3.7,22.9,56152,66936,20.7
ZCTA5 78535,12.8,14.4,49911,58774,10.6
ZCTA5 78536,13.6,6.5,67917,66390,11
ZCTA5 78537,3.7,40.2,29959,42250,40
ZCTA5 78538,6.7,34.4,35077,46819,31.2
ZCTA5 78539,3.6,24.2,54158,76338,22.7
ZCTA5 78541,4.7,33.1,37639,51840,30.2
ZCTA5 78542,3.9,32.1,42332,57601,30.3
ZCTA5 78543,11.4,26.2,37728,51320,26.5
ZCTA5 78545,45.3,55.8,-,19495,60.9
ZCTA5 78548,16.5,29.1,-,51220,25.4
ZCTA5 78549,19.9,64.9,23103,29164,67.6
ZCTA5 78550,4.1,31.7,38239,54866,31.9
ZCTA5 78552,3.4,23.2,49217,64298,22
ZCTA5 78557,6.7,38.2,33775,49434,33.1
ZCTA5 78558,9.6,16.4,48935,72187,12
ZCTA5 78559,7.2,25.8,37849,56139,26.8
ZCTA5 78560,12.9,44.7,41647,47497,36.3
ZCTA5 78561,17,30.8,27014,38309,30.9
ZCTA5 78562,13.5,38.9,41010,53119,32.3
ZCTA5 78563,22.3,24.8,-,65758,22.7
ZCTA5 78564,28.3,30.5,41131,50826,23.8
ZCTA5 78565,61.8,0,-,N,46.4
ZCTA5 78566,5.9,32.1,48952,66645,29
ZCTA5 78567,18,14.8,29250,42142,15.8
ZCTA5 78569,5.3,23,45185,55589,20.3
ZCTA5 78570,4.8,37.4,34195,47394,35.6
ZCTA5 78572,3,27.7,44206,65287,24.5
ZCTA5 78573,4.6,34.8,36638,54804,32.5
ZCTA5 78574,4,37.8,35429,57798,35.8
ZCTA5 78575,8.1,18.4,68873,87494,17.2
ZCTA5 78576,10.2,71.1,21230,35438,67
ZCTA5 78577,2.9,30.8,39849,49619,29.1
ZCTA5 78578,5.1,28.4,36147,53183,25.1
ZCTA5 78579,11.2,22.4,53347,62305,22.4
ZCTA5 78580,5.8,30.2,35089,46396,28.3
ZCTA5 78582,4.7,37.2,32104,51909,32.9
ZCTA5 78583,6.5,25.4,37070,54696,23.9
ZCTA5 78584,5,41.4,24504,36778,39.7
ZCTA5 78585,33.6,28,14300,24695,32.3
ZCTA5 78586,3.9,32.7,31809,48309,31.2
ZCTA5 78588,33,25,36705,41467,28.6
ZCTA5 78589,5,28.7,38689,55265,27.9
ZCTA5 78590,16.8,21.7,41375,59670,20.6
ZCTA5 78591,7.3,20.1,-,91547,12
ZCTA5 78592,15,21.1,30347,39775,20.4
